ScenarioID,Iteration,Timestep,StockGroupID,Amount
155,1,2015,DOM: Soil,30597856609.309437
155,1,2015,DOM: Standing Deadwood,1214324821.080764
155,1,2015,DOM: Down Deadwood,1365099836.2958899
155,1,2016,Atmosphere: CH4 [Type],0
155,1,2016,Atmosphere: CO2 [Type],0
155,1,2016,Atmosphere: CO [Type],0
155,1,2016,Biomass: Coarse Root [Type],3398331073.490229
155,1,2016,Biomass: Fine Root [Type],521660086.0818879
155,1,2016,Biomass: Foliage [Type],1044619573.6686034
155,1,2016,Biomass: Merchantable [Type],10497300251.713129
155,1,2016,Biomass: Other Wood [Type],5216310645.585077
155,1,2016,DOM: Aboveground Fast [Type],1234462312.2511988
155,1,2016,DOM: Aboveground Medium [Type],1159163661.9769154
155,1,2016,DOM: Aboveground Slow [Type],6907613302.763183
155,1,2016,DOM: Aboveground Very Fast [Type],898397679.565832
155,1,2016,DOM: Belowground Fast [Type],190708247.42968476
155,1,2016,DOM: Belowground Slow [Type],23538915031.90431
